InvestorID,InvestorName,current_task_index,PrimaryInvestorType,Website,normalized_domain,current_token_company_count,current_source_methods
466079-95,Cyril Paglino,3916,Angel (individual),,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
522455-95,Dave Rodman,3929,Angel (individual),,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
515784-88,David Gan,3930,Angel (individual),,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
492977-17,David Post,3934,Angel (individual),,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
510122-26,Davinci Jeremie,3937,Angel (individual),,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
491402-26,Dchained Capital,3939,Hedge Fund,www.dchainedcapital.com,dchainedcapital.com,2,company_investor_relation|deal_investor_relation|investor_investment_relation
664267-96,Dead King Society,3941,Angel Group,www.deadkingsociety.io,deadkingsociety.io,2,company_investor_relation|deal_investor_relation|investor_investment_relation
515949-04,DeepChainNews,3945,Corporation,,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
589565-35,DefiSquared,3948,Angel (individual),,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
99962-11,Demium,3949,Venture Capital,www.demium.com,demium.com,2,company_investor_relation|deal_investor_relation|investor_investment_relation
471138-49,Dennis Liu,3951,Angel (individual),,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
483487-57,Deswal Investment Group,3958,Angel Group,www.deswalinvestmentgroup.co.uk,deswalinvestmentgroup.co.uk,2,company_investor_relation|deal_investor_relation|investor_investment_relation
437331-25,Diaspora Ventures,3966,Venture Capital,www.diaspora.vc,diaspora.vc,2,company_investor_relation|deal_investor_relation|investor_investment_relation
115299-64,DL Capital (Shanghai),3972,Venture Capital,www.dlcapitals.com,dlcapitals.com,2,company_investor_relation|deal_investor_relation|investor_investment_relation
490020-76,DOMiNO Ventures,3976,Venture Capital,dominovc.com,dominovc.com,2,company_investor_relation|deal_investor_relation|investor_investment_relation
507323-26,DoublePeak Group,3979,Venture Capital,,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
490901-68,DUX (Publishing),3984,VC-Backed Company,www.wearedux.com,wearedux.com,2,company_investor_relation|deal_investor_relation|investor_investment_relation
497942-11,EBT Holdings,3988,Asset Manager,www.ebtgroupholdings.com,ebtgroupholdings.com,2,company_investor_relation|deal_investor_relation|investor_investment_relation
228780-82,Ecole Polytechnique Federale de Lausanne,3990,University,www.epfl.ch,epfl.ch,2,company_investor_relation|deal_investor_relation|investor_investment_relation
491300-83,Elevate Community Ventures,4000,Venture Capital,,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
539840-35,EnigmaFund,4010,Accelerator/Incubator,www.enigma-fund.com,enigma-fund.com,2,company_investor_relation|deal_investor_relation|investor_investment_relation
136071-46,Eureka Corporate Group,4023,PE/Buyout,www.eurekacorporate.group,eurekacorporate.group,2,company_investor_relation|deal_investor_relation|investor_investment_relation
494819-02,EX Capital,4031,Venture Capital,www.excapital.pt,excapital.pt,2,company_investor_relation|deal_investor_relation|investor_investment_relation
439825-60,Fasset,4037,VC-Backed Company,fasset.com,fasset.com,2,company_investor_relation|deal_investor_relation|investor_investment_relation
133143-94,FbStart,4038,Accelerator/Incubator,www.developers.facebook.com/fbstart,developers.facebook.com,2,company_investor_relation|deal_investor_relation|investor_investment_relation
289435-06,Fiat Capital,4043,Venture Capital,www.fiatcapitalfund.com,fiatcapitalfund.com,2,company_investor_relation|deal_investor_relation|investor_investment_relation
557019-37,Finblue,4046,Accelerator/Incubator,www.finblue.stpi.in,finblue.stpi.in,2,company_investor_relation|deal_investor_relation|investor_investment_relation
312448-15,First Cheque,4050,Venture Capital,firstcheque.vc,firstcheque.vc,2,company_investor_relation|deal_investor_relation|investor_investment_relation
489482-29,Forward Analytics,4057,Corporation,,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
626493-52,Founders Factory Africa,4060,Venture Capital,54collective.vc,54collective.vc,2,company_investor_relation|deal_investor_relation|investor_investment_relation
484672-69,Freddie Farmer,4065,Angel (individual),,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
489756-07,Full Circle Africa,4067,Venture Capital,www.fullcircle.africa,fullcircle.africa,2,company_investor_relation|deal_investor_relation|investor_investment_relation
484849-09,Gagra Ventures,4074,Venture Capital,www.gagra.vc,gagra.vc,2,company_investor_relation|deal_investor_relation|investor_investment_relation
459538-66,Gama Capital,4078,Real Estate,gamacapital.com.au,gamacapital.com.au,2,company_investor_relation|deal_investor_relation|investor_investment_relation
490173-94,Gamefish Capital Management,4080,Hedge Fund,www.gamefishcap.com,gamefishcap.com,2,company_investor_relation|deal_investor_relation|investor_investment_relation
512215-39,Gem Capital (Vietnam),4085,Corporation,www.gemcapital.io,gemcapital.io,2,company_investor_relation|deal_investor_relation|investor_investment_relation
481884-31,Genesis Builders,4088,Venture Capital,www.thegb.xyz,thegb.xyz,2,company_investor_relation|deal_investor_relation|investor_investment_relation
397857-88,Gfc,4094,Corporation,,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
484091-02,Golden Shoval Capital,4100,Venture Capital,,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
151193-08,GRAIL,4105,Corporation,www.grail.com,grail.com,2,company_investor_relation|deal_investor_relation|investor_investment_relation
607124-53,Green Arrow Ventures,4108,Corporation,,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
893779-30,Green Whale Ventures,4109,Venture Capital,www.greenwhale.vc,greenwhale.vc,2,company_investor_relation|deal_investor_relation|investor_investment_relation
1156337-65,Greenwood Global Capital,4111,Venture Capital,www.gwglobal.ca,gwglobal.ca,2,company_investor_relation|deal_investor_relation|investor_investment_relation
454766-23,Guillaume Lestrade,4118,Angel (individual),,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
121024-18,Halcyon Incubator,4122,Accelerator/Incubator,www.halcyonhouse.org,halcyonhouse.org,2,company_investor_relation|deal_investor_relation|investor_investment_relation
535692-34,Hands On Angel,4125,Venture Capital,www.handsonangel.com,handsonangel.com,2,company_investor_relation|deal_investor_relation|investor_investment_relation
495704-53,Hassan Ahmed,4130,Angel (individual),,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
471670-21,Highstreet (Financial Software),4137,Corporation,www.highstreet.market,highstreet.market,2,company_investor_relation|deal_investor_relation|investor_investment_relation
496748-89,Hinterland,4138,Asset Manager,,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
339833-71,Honey Island Capital,4141,Venture Capital,www.honeyisland.capital,honeyisland.capital,2,company_investor_relation|deal_investor_relation|investor_investment_relation
230873-95,Hot Capital,4146,Venture Capital,,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
495918-82,Hotcapital,4148,Venture Capital,www.hotcapital.io,hotcapital.io,2,company_investor_relation|deal_investor_relation|investor_investment_relation
96189-04,HSE Business Incubator,4149,Accelerator/Incubator,www.hse.ru,hse.ru,2,company_investor_relation|deal_investor_relation|investor_investment_relation
459397-54,HT Ventures (VC),4150,Venture Capital,,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
589512-07,Humanity Protocol,4155,VC-Backed Company,www.humanity.org,humanity.org,2,company_investor_relation|deal_investor_relation|investor_investment_relation
98578-90,I3P,4162,Accelerator/Incubator,www.i3p.it,i3p.it,2,company_investor_relation|deal_investor_relation|investor_investment_relation
54520-39,IGG,4166,Corporation,www.igg.com,igg.com,2,company_investor_relation|deal_investor_relation|investor_investment_relation
607865-59,Igloo (Financial Services),4168,VC-Backed Company,www.igloo.inc,igloo.inc,2,company_investor_relation|deal_investor_relation|investor_investment_relation
168706-63,Impact51,4173,Angel Group,www.impact51.com,impact51.com,2,company_investor_relation|deal_investor_relation|investor_investment_relation
490299-58,Indi Guild,4176,Corporation,www.indi.gg,indi.gg,2,company_investor_relation|deal_investor_relation|investor_investment_relation
436757-41,Infinity Labs SD,4178,Corporation,,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
1157917-78,Infynno Solutions,4181,Venture Capital,www.infynno.com,infynno.com,2,company_investor_relation|deal_investor_relation|investor_investment_relation
225228-61,Innoangel Fund,4182,Venture Capital,www.innoangel.com,innoangel.com,2,company_investor_relation|deal_investor_relation|investor_investment_relation
509493-79,IotexPad,4191,VC-Backed Company,www.iotexpad.network,iotexpad.network,2,company_investor_relation|deal_investor_relation|investor_investment_relation
494754-94,IQ Protocol,4194,VC-Backed Company,www.iq.space,iq.space,2,company_investor_relation|deal_investor_relation|investor_investment_relation
517473-46,IR21 Capital,4195,Venture Capital,ir21.capital,ir21.capital,2,company_investor_relation|deal_investor_relation|investor_investment_relation
466062-22,Ispolink,4197,VC-Backed Company,www.ispolink.com,ispolink.com,2,company_investor_relation|deal_investor_relation|investor_investment_relation
572302-99,Jacob Ko,4204,Angel (individual),,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
544666-33,Jai Bhavani,4205,Angel (individual),,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
522102-88,James Ferguson,4208,Angel (individual),,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
166491-28,Jason Stone,4214,Angel (individual),,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
122367-07,Jitendra Gupta,4230,Angel (individual),,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
484263-19,John Henderson,4234,Angel (individual),,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
432811-00,John Robinson,4236,Angel (individual),,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
54468-28,K5 Ventures,4247,Venture Capital,www.k5ventures.com,k5ventures.com,2,company_investor_relation|deal_investor_relation|investor_investment_relation
506671-48,Kaizen.Finance,4249,VC-Backed Company,kaizen.finance,kaizen.finance,2,company_investor_relation|deal_investor_relation|investor_investment_relation
225951-67,Kakao Games,4250,Corporation,www.kakaogamescorp.com,kakaogamescorp.com,2,company_investor_relation|deal_investor_relation|investor_investment_relation
496587-07,Kanga,4254,Corporation,www.kanga.exchange,kanga.exchange,2,company_investor_relation|deal_investor_relation|investor_investment_relation
597108-79,Keyrock Accelerator,4264,Accelerator/Incubator,,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
268692-85,KMZERO (Valencia),4275,Accelerator/Incubator,www.kmzerohub.org,kmzerohub.org,2,company_investor_relation|deal_investor_relation|investor_investment_relation
484340-32,L'Oreal Beauty Tech Atelier,4285,Accelerator/Incubator,,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
510281-47,Layer One Ventures,4292,Venture Capital,www.layerone.ventures,layerone.ventures,2,company_investor_relation|deal_investor_relation|investor_investment_relation
466433-20,Lester Lim,4302,Angel (individual),,,2,company_investor_relation|deal_investor_relation|investor_investment_relation
