InvestorID,InvestorName,delta_status,in_current_list,in_rule_b_list,current_task_index,rule_b_task_index,current_token_company_count,rule_b_company_count,current_source_methods,rule_b_source_methods,PrimaryInvestorType,Website,normalized_domain
481640-68,Ghaf Capital Partners,intersection,yes,yes,128,212,63,30,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.ghafcapital.ae,ghafcapital.ae
506697-49,GhostRider Ventures,intersection,yes,yes,8656,6499,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,,
10941-31,Giant Network,intersection,yes,yes,8658,6501,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,PE-Backed Company,www.ga-me.com,ga-me.com
439868-17,Giant Ventures,intersection,yes,yes,8659,6502,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Impact Investing,www.giant.vc,giant.vc
484447-42,Gibbs City Investments,intersection,yes,yes,8660,6503,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.gibbscity.com,gibbscity.com
12421-90,GIC Private,intersection,yes,yes,8661,3086,1,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Sovereign Wealth Fund,www.gic.com.sg,gic.com.sg
230047-66,Giga Chad Ventures,intersection,yes,yes,182,153,51,38,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.gigachadventures.com,gigachadventures.com
277223-68,Giggster,intersection,yes,yes,8663,6504,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,VC-Backed Company,www.giggster.com,giggster.com
106028-56,Gigi Levy,intersection,yes,yes,3399,2561,2,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
63934-12,Gigtank,intersection,yes,yes,8664,6506,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,www.thegigcity.com,thegigcity.com
148597-48,Gil Ofer,intersection,yes,yes,8665,3087,1,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
105980-23,Gil Penchina,intersection,yes,yes,8666,6507,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
234088-84,Gilga Capital,intersection,yes,yes,3472,2624,2,2,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.gilga.io,gilga.io
507353-50,Gilles Amiand,intersection,yes,yes,8667,6508,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
459960-94,Girish Amin,intersection,yes,yes,8669,6509,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
483660-10,Girnas Capital,intersection,yes,yes,547,1015,23,8,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.girnas.capital,girnas.capital
471612-61,Gisele Bündchen,intersection,yes,yes,8670,6510,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
279429-22,Gitcoin,intersection,yes,yes,8671,6511,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,www.gitcoin.co,gitcoin.co
491327-83,Giulio Xiloyannis,intersection,yes,yes,2619,1989,3,3,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
562482-64,Gleec,intersection,yes,yes,8674,6512,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,gleec.com,gleec.com
571435-39,Glen Reed,intersection,yes,yes,8675,6513,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
148933-45,Gleneagle Securities,intersection,yes,yes,8676,6514,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,gleneagle.com.au,gleneagle.com.au
161714-71,Glenn Hutchins,intersection,yes,yes,4095,3088,2,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
503526-43,Global accelerator academy,intersection,yes,yes,8677,6515,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Other,,
482164-66,Global Alternative Investment Management,intersection,yes,yes,4096,2238,2,3,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,PE/Buyout,www.globalalts.com,globalalts.com
231606-28,Global Blockchain Innovative Capital,intersection,yes,yes,136,129,62,43,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,gbic.io,gbic.io
234384-04,Global Blockchain Ventures,intersection,yes,yes,947,984,13,8,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.gbv.fund,gbv.fund
52202-35,Global Brain,intersection,yes,yes,1054,872,11,9,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.globalbrains.com,globalbrains.com
57524-23,Global Cleantech Capital,intersection,yes,yes,5182,3903,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.gccfund.com,gccfund.com
265155-58,Global Coin Research,intersection,yes,yes,936,1099,13,7,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel Group,www.globalcoinresearch.com,globalcoinresearch.com
466520-23,Global Coin Ventures,intersection,yes,yes,1488,1599,8,5,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.globalcoin.ventures,globalcoin.ventures
664901-65,Global Crypto Ventures,intersection,yes,yes,2928,6516,3,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,Globalcryptoventures.io,globalcryptoventures.io
732186-73,Global Digital Asset Holdings,intersection,yes,yes,8679,6517,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,,
11201-32,Global Emerging Markets,intersection,yes,yes,867,953,15,9,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,PE/Buyout,www.gemny.com,gemny.com
56355-94,Global Founders Capital,intersection,yes,yes,883,972,14,8,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.globalfounderscapital.com,globalfounderscapital.com
228540-43,Global Incubator Network,intersection,yes,yes,8682,6518,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,gin-austria.com,gin-austria.com
484375-69,Global Key Investment (Dubai),intersection,yes,yes,1424,1315,8,6,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.globalkey-investment.com,globalkey-investment.com
182434-24,Global Silicon Valley,intersection,yes,yes,8684,6519,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Merchant Banking Firm,www.gsv.com,gsv.com
482698-54,Global Support Capital,intersection,yes,yes,1761,1316,6,6,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Family Office,globalsupportcapital.com,globalsupportcapital.com
124306-75,Global Trust Group,intersection,yes,yes,8686,6520,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Lender/Debt Provider,globaltrustgroup.com,globaltrustgroup.com
91294-66,Global Ventures,intersection,yes,yes,2364,6522,4,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.globalventures.com,globalventures.com
267204-43,Global Ventures Capital Management,intersection,yes,yes,2929,3089,3,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.global-ventures.com,global-ventures.com
