InvestorID,InvestorName,delta_status,in_current_list,in_rule_b_list,current_task_index,rule_b_task_index,current_token_company_count,rule_b_company_count,current_source_methods,rule_b_source_methods,PrimaryInvestorType,Website,normalized_domain
491671-18,Trevor McFederies,intersection,yes,yes,13192,9805,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
442316-98,Trevor McFedries,intersection,yes,yes,2532,2461,4,3,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
491284-18,Trevor Owens,intersection,yes,yes,13193,9806,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
571434-04,Trevor Richards,intersection,yes,yes,13194,9807,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
465962-59,TRG Capital Management,intersection,yes,yes,1845,1385,6,6,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Hedge Fund,www.trgcap.com,trgcap.com
12639-88,TRG Holding,intersection,yes,yes,13195,9808,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Holding Company,www.trgworld.com,trgworld.com
438134-68,TRGC,intersection,yes,yes,215,134,46,41,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.trgc.io,trgc.io
63637-66,Triangle Capital,intersection,yes,yes,13196,9809,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Investment Bank,www.trianglecapitalllc.com,trianglecapitalllc.com
491819-59,Triatomic Capital,intersection,yes,yes,13197,9810,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.triatomic.ai,triatomic.ai
60807-25,Tribal Ventures,intersection,yes,yes,5592,4265,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.tribalventuresllc.com,tribalventuresllc.com
331417-45,Tribe,intersection,yes,yes,805,582,16,15,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,www.tribex.co,tribex.co
231972-49,Tribe Capital,intersection,yes,yes,292,157,36,36,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.tribecap.co,tribecap.co
146074-96,Tribeca Global Natural Resources,intersection,yes,yes,3259,3646,3,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Asset Manager,www.tribecaip.com,tribecaip.com
496265-50,Triblock,intersection,yes,yes,1008,893,12,9,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.triblock.co,triblock.co
443275-84,Tribune Capital (Asset Management),intersection,yes,yes,13198,9811,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Family Office,www.tribunecapital.ca,tribunecapital.ca
492857-20,Tribute Labs,intersection,yes,yes,13199,9812,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.tributelabs.xyz,tributelabs.xyz
343147-60,Trill Ventures,intersection,yes,yes,13200,9813,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,trillventures.com,trillventures.com
515608-03,Trinito,intersection,yes,yes,1357,1614,8,4,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.trinito.co,trinito.co
596290-60,Trinity Labs,intersection,yes,yes,1334,1902,9,4,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,trinitylabs.io,trinitylabs.io
11320-66,Trinity Ventures,intersection,yes,yes,2165,1972,4,3,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.trinityventures.com,trinityventures.com
591041-89,Triple Gem Capital,intersection,yes,yes,677,794,19,11,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.triplegem.capital,triplegem.capital
40668-76,TriplePoint Capital,intersection,yes,yes,13204,9814,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.triplepointcapital.com,triplepointcapital.com
551310-22,Tripod Capital,intersection,yes,yes,13205,9815,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.tripodcap.com,tripodcap.com
500671-45,Triptyq Capital,intersection,yes,yes,5593,4266,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.triptyq.vc,triptyq.vc
494032-87,Tristan Frizza,intersection,yes,yes,4840,3647,2,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
470795-86,Tristan Yver,intersection,yes,yes,2533,2462,4,3,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
460146-61,Triton Capital (San Francisco),intersection,yes,yes,438,431,27,18,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Corporate Venture Capital,tritoncapital.xyz,tritoncapital.xyz
10507-06,Triton Capital Partners,intersection,yes,yes,13207,9817,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Investment Bank,www.tritoncap.com,tritoncap.com
228759-76,Triton Funds,intersection,yes,yes,13208,9818,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.tritonfunds.com,tritonfunds.com
14634-82,Triton Partners,intersection,yes,yes,13209,9819,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,PE/Buyout,triton-partners.com,triton-partners.com
118441-45,TRIVE (Singapore),intersection,yes,yes,1666,2046,6,3,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.trive.vc,trive.vc
438108-85,TRIVE Labs,intersection,yes,yes,13212,9820,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,,
186953-59,Tron,intersection,yes,yes,4841,3648,2,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,www.srmentertainment.com,srmentertainment.com
438967-54,TRON Accelerator,intersection,yes,yes,13215,9821,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Not-For-Profit Venture Capital,tronaccelerator.io,tronaccelerator.io
229462-75,Tron Dao,intersection,yes,yes,983,1386,13,6,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,VC-Backed Company,www.tron.network,tron.network
162700-84,TRON Group,intersection,yes,yes,13216,9822,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,www.tron.com.my,tron.com.my
62645-77,Trousdale Ventures,intersection,yes,yes,13218,3649,1,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,trousdale.vc,trousdale.vc
320570-65,Trovio,intersection,yes,yes,3552,4267,2,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Corporation,www.trovio.io,trovio.io
106146-46,Troy Carter,intersection,yes,yes,13219,9823,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
494777-80,TruBlo,intersection,yes,yes,13220,9824,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,www.trublo.eu,trublo.eu
227460-88,True Capital Management,intersection,yes,yes,3441,4013,2,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Limited Partner,www.truecapitalmgmt.com,truecapitalmgmt.com
434856-88,True Course Ventures,intersection,yes,yes,13222,9826,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,,
58009-96,True Global Ventures,intersection,yes,yes,1865,1600,5,4,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.tgv4plus.com,tgv4plus.com
11321-29,True Ventures,intersection,yes,yes,554,588,22,14,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.trueventures.com,trueventures.com
14140-09,TrueBridge Capital Partners,intersection,yes,yes,3260,1649,3,4,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Fund of Funds,www.truebridgecapital.com,truebridgecapital.com
170527-06,TrueLayer,intersection,yes,yes,13226,9827,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,VC-Backed Company,www.truelayer.com,truelayer.com
503064-91,Truepnl,intersection,yes,yes,1476,3650,8,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,truepnl.com,truepnl.com
266934-88,TrueSight Ventures,intersection,yes,yes,13227,9828,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.truesight.vc,truesight.vc
442553-59,TrueWay Capital,intersection,yes,yes,1045,1057,12,8,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.trueway.vc,trueway.vc
515169-10,Truffle Ventures,intersection,yes,yes,678,457,19,18,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.truffleventures.vc,truffleventures.vc
439290-01,Truist Ventures,intersection,yes,yes,13228,9829,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporate Venture Capital,,
467927-38,Trung Nguyen,intersection,yes,yes,3261,3651,3,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
491302-99,Trust Machines,intersection,yes,yes,1846,1387,6,6,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,VC-Backed Company,www.trustmachines.co,trustmachines.co
692731-36,Trust Machines SPV,intersection,yes,yes,13229,9830,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,,
533071-90,Trust Staking,intersection,yes,yes,13230,9831,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,,
439127-29,Trust Valley,intersection,yes,yes,1847,1903,6,4,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,www.trustvalley.swiss,trustvalley.swiss
467896-78,Trustdao Capital,intersection,yes,yes,3262,3652,3,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.trustdao.net,trustdao.net
469334-44,Trustdao Network,intersection,yes,yes,13231,9832,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,,
463342-24,TrustSwap,intersection,yes,yes,2534,9833,4,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,VC-Backed Company,www.trustswap.com,trustswap.com
442651-96,Truv,intersection,yes,yes,13234,9834,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,VC-Backed Company,www.truv.com,truv.com
264981-79,Tsinghua Capital,intersection,yes,yes,4842,9836,2,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.tsinghuacapital.cn,tsinghuacapital.cn
97819-12,Tsinghua Holdings,intersection,yes,yes,13235,9837,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.thholding.com.cn,thholding.com.cn
434090-53,TsingTech Capital,intersection,yes,yes,1848,3653,6,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.tsingtechcapital.com,tsingtechcapital.com
498000-25,TsingTech Ventures,intersection,yes,yes,1133,1388,11,6,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,tsingtech.vc,tsingtech.vc
498000-34,TsingTing Capital,intersection,yes,yes,2204,2012,4,3,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,tsingting.io,tsingting.io
491025-16,TsingTsing Capital,intersection,yes,yes,13236,9838,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,,
514988-29,Tsukiyomi Group,intersection,yes,yes,13237,3654,1,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,,
481304-08,Tsukiyomi Tsukiyomi,intersection,yes,yes,4843,3655,2,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
53830-54,TSV Capital (Los Altos),intersection,yes,yes,1871,1942,5,3,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.tsvcap.com,tsvcap.com
665049-61,TT Ventures PİLOT,intersection,yes,yes,4844,9839,2,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,www.turktelekompilot.com.tr,turktelekompilot.com.tr
52815-70,Tuesday Capital,intersection,yes,yes,3490,4268,2,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.tuesday.vc,tuesday.vc
507352-78,Tugdual Rabreau,intersection,yes,yes,13240,9840,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
471719-08,Tunde Balogun,intersection,yes,yes,13241,9841,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
224384-77,Tunistic Capital,intersection,yes,yes,3263,9842,3,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.tunistic.com,tunistic.com
510676-66,Tupix Capital,intersection,yes,yes,13242,9843,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.tupixcapital.com,tupixcapital.com
494893-54,Turing Capital Group,intersection,yes,yes,1916,1106,5,7,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.turing.capital,turing.capital
233161-93,Turiya Ventures,intersection,yes,yes,13245,9844,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.turiyaventures.com,turiyaventures.com
459535-33,Turn Capital,intersection,yes,yes,13246,9845,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Family Office,www.turncapital.io,turncapital.io
399074-23,Tushar Aggarwal,intersection,yes,yes,3264,9846,3,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
501420-61,Tushar Narayan,intersection,yes,yes,13248,9847,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
121035-61,Tusk Venture Partners,intersection,yes,yes,5051,2523,1,2,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.tusk.vc,tusk.vc
265528-09,TusSeed,intersection,yes,yes,13249,9848,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.tusseed.com,tusseed.com
89272-72,TVM Ventures,intersection,yes,yes,3265,9849,3,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporate Venture Capital,,
435821-32,Twenty 20 Capital,intersection,yes,yes,13250,9850,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Family Office,www.twenty20capital.com,twenty20capital.com
443321-29,Twin Apex Capital,intersection,yes,yes,414,458,29,18,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,twinapex.capital,twinapex.capital
53946-64,Two Sigma Investments,intersection,yes,yes,13932,10335,1,1,fund_investment_relation,fund_investment_relation,Hedge Fund,www.twosigma.com,twosigma.com
156736-99,Two Sigma Ventures,intersection,yes,yes,1883,1426,5,5,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,twosigmaventures.com,twosigmaventures.com
100357-12,Two Small Fish Ventures,intersection,yes,yes,5077,3833,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,twosmallfish.vc,twosmallfish.vc
182381-05,Twynam Funds Management,intersection,yes,yes,5595,4269,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.twynam.com,twynam.com
471719-71,Ty Baisden,intersection,yes,yes,13251,9852,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
470113-12,TY Capital,intersection,yes,yes,13252,9853,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,,
571558-24,Tycho Onnasch,intersection,yes,yes,13253,9854,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
482248-81,Tyhke Ventures,intersection,yes,yes,439,363,27,21,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.tykhe.ventures,tykhe.ventures
226913-41,Tyler Gaffney,intersection,yes,yes,13254,9855,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
467951-41,Tyler Reynolds,intersection,yes,yes,13256,9856,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
496465-12,Tyler Tarsi,intersection,yes,yes,13257,9857,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
462932-02,Tyler Ward,intersection,yes,yes,1917,1648,5,4,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
492834-88,Tyler Wu,intersection,yes,yes,13258,9858,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
251932-51,Typhon Capital Management,intersection,yes,yes,13260,9859,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Hedge Fund,www.typhoncap.com,typhoncap.com
571481-83,Typhon Ventures,intersection,yes,yes,1477,1192,8,7,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,typhon.vc,typhon.vc
431348-23,Tyrod Taylor,intersection,yes,yes,13262,9860,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
234426-61,U First Capital,intersection,yes,yes,13266,9861,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.ufirstcapital.com,ufirstcapital.com
264692-98,UB Ventures,intersection,yes,yes,2535,2463,4,3,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.ubv.io,ubv.io
489605-95,UBI Capital,intersection,yes,yes,13267,9862,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,,
56054-53,Ubisoft Entertainment,intersection,yes,yes,1172,1107,10,7,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,www.ubisoft.com,ubisoft.com
10024-93,UBS Group,intersection,yes,yes,13268,9863,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Asset Manager,www.ubs.com,ubs.com
516167-65,Udaya Shivaraman,intersection,yes,yes,4847,2464,2,3,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
492800-59,UDHC,intersection,yes,yes,713,514,18,16,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.udhc.com,udhc.com
277464-52,Udo Schloemer,intersection,yes,yes,13269,9864,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
514982-80,UF Venture,intersection,yes,yes,1849,2465,6,3,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,www.ufventures.com,ufventures.com
483793-66,UFIN,intersection,yes,yes,1627,9865,7,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,ufin.org,ufin.org
483909-67,UG Ventures,intersection,yes,yes,1478,2466,8,3,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,,
231381-10,UK Research and Innovation,intersection,yes,yes,4848,3656,2,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Government,www.ukri.org,ukri.org
10430-11,UKG,intersection,yes,yes,4849,9866,2,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,PE-Backed Company,www.ukg.com,ukg.com
515573-92,Uli Maurer,intersection,yes,yes,13273,9867,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
105986-71,Ullas Naik,intersection,yes,yes,13275,9868,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
438022-63,Ultra,intersection,yes,yes,3442,9870,2,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporation,www.ultra.io,ultra.io
43226-11,Ulu Ventures,intersection,yes,yes,1652,1409,6,5,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.uluventures.com,uluventures.com
233223-94,Ulysses Capital,intersection,yes,yes,4851,3657,2,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Hedge Fund,ulyssescap.com,ulyssescap.com
490282-30,Uma (Hong Kong),intersection,yes,yes,13277,9871,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,uma.inc,uma.inc
572417-47,Uma Roy,intersection,yes,yes,13278,9872,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Angel (individual),,
11513-26,UMC Capital,intersection,yes,yes,13280,9873,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporate Venture Capital,www.umccapital.com,umccapital.com
432807-04,Unanimous Capital,intersection,yes,yes,491,518,25,16,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,www.unanimous.vc,unanimous.vc
180269-11,Unbank.Ventures,intersection,yes,yes,4852,9874,2,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Accelerator/Incubator,www.unbankventures.com,unbankventures.com
277602-94,Unblock Ventures,intersection,yes,yes,4853,2467,2,3,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Corporate Venture Capital,,
342135-55,Unbounded Capital,intersection,yes,yes,3553,2047,2,3,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation|fund_investment_relation,Venture Capital,unboundedcapital.com,unboundedcapital.com
551346-49,Unbroken Chain,intersection,yes,yes,13282,9875,1,1,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Hedge Fund,unbrokenchain.fund,unbrokenchain.fund
492678-91,Uncommon Projects,intersection,yes,yes,3266,3658,3,2,company_investor_relation|deal_investor_relation|investor_investment_relation,company_investor_relation|deal_investor_relation|investor_investment_relation,Venture Capital,uncommon.fyi,uncommon.fyi
